run_dir,best_val_relative_l2,config_hash,dataset_kind,dataset_path,dataset_sha256,deterministic,device,environment.config_hash,environment.cuda_available,environment.cuda_version,environment.cudnn_version,environment.git_commit,environment.mkl_num_threads,environment.omp_num_threads,environment.platform,environment.python,environment.torch,epsilon_mean,epsilon_mean_std,epsilon_mean_stderr,equivariance_defect_relative,equivariance_defect_relative_std,equivariance_defect_relative_stderr,eval_seconds,latency_ms_per_batch,latency_ms_per_sample,latency_repeats,latency_warmup,method,model_name,num_batches,num_samples,orbit_ood_relative_l2,orbit_ood_relative_l2_std,orbit_ood_relative_l2_stderr,parameters,parameters_total,relative_l2,relative_l2_std,relative_l2_stderr,seed,config_path,config.seed,config.dataset.kind,config.dataset.path,config.dataset.generate_if_missing,config.dataset.n,config.dataset.num_train,config.dataset.num_val,config.dataset.num_test,config.dataset.final_time,config.dataset.dt,config.dataset.viscosity,config.dataset.smoothness,config.dataset.amplitude,config.dataset.solver_batch_size,config.dataset.dealias,config.dataset.seed,config.model.name,config.model.in_channels,config.model.out_channels,config.model.width,config.model.modes1,config.model.modes2,config.model.depth,config.model.add_grid,config.symmetry.transforms,config.symmetry.probabilities,config.training.method,config.training.epochs,config.training.batch_size,config.training.lr,config.training.weight_decay,config.training.lambda_orbit,config.training.lambda_aug,config.training.normalize_by_epsilon,config.training.orbit_eta,config.training.eval_every,config.training.eval_orbit_samples,config.training.data_fraction,config.training.num_workers,config.training.grad_clip,config.training.latency_repeats,config.training.latency_warmup,config.training.stop_after_epochs,config.runtime.deterministic,config.runtime.device,config.runtime.run_dir,config.runtime.overwrite,config.runtime.resume,data_fraction,lambda_orbit,config.dataset.modes,config.dataset.mean,config.model.modes,config.model.canonicalizers,config.model.canonical_channel,config.model.translation_mode,config.model.final_time,config.model.length,config.dataset.velocity,config.symmetry.name,config.symmetry.max_shift,config.symmetry.length
runs\final_1d\label_efficiency_expanded\0.10\aug\seed_23,0.018524959567002952,f2896990078a,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,f2896990078a,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.14695673587266356,0.09069382054717753,0.002004069235019533,0.014715159691051971,0.024124916405394214,0.0005330903745566512,2.295053000038024,26.63858000014443,0.8324556250045134,20,5,aug,fno1d,16,512,0.028121783485403284,0.030002582303056573,0.0006629696687374627,287361,287361,0.02081442257622257,0.029024038325566298,0.0012826933948391361,23,runs\final_1d\label_efficiency_expanded\0.10\aug\seed_23\config.yaml,23,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug,150,32,0.001,0.0001,,1.0,,,10,4,0.1,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.10/aug/seed_23,False,True,0.1,,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.10\aug\seed_31,0.01933572522830218,c4a956ce1e4c,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,c4a956ce1e4c,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1537883309647441,0.09058386197137716,0.002001639470813344,0.01797434500268902,0.025290661220398244,0.0005588499390511014,2.52468279999448,30.13955999922473,0.9418612499757728,20,5,aug,fno1d,16,512,0.030502598034217954,0.02861628333481387,0.0006323364999500774,287361,287361,0.02114351443015039,0.025344172324963932,0.0011200647571589014,31,runs\final_1d\label_efficiency_expanded\0.10\aug\seed_31\config.yaml,31,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug,150,32,0.001,0.0001,,1.0,,,10,4,0.1,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.10/aug/seed_31,False,True,0.1,,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.10\aug\seed_47,0.019093562848865986,d6c1b75de75e,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,d6c1b75de75e,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1452035546535626,0.08936835717652912,0.0019747803557195374,0.01692295690485235,0.026826915848143652,0.0005927966910794761,2.5564836999983527,33.71130500163417,1.053478281301068,20,5,aug,fno1d,16,512,0.02993868268094957,0.030901313618598873,0.0006828290127276085,287361,287361,0.021197832305915654,0.02721025760941263,0.0012025348545905328,47,runs\final_1d\label_efficiency_expanded\0.10\aug\seed_47\config.yaml,47,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug,150,32,0.001,0.0001,,1.0,,,10,4,0.1,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.10/aug/seed_47,False,True,0.1,,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.10\aug_orbit\seed_23,0.017925677471794188,f931d078e1e9,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,f931d078e1e9,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.14695673587266356,0.09069382054717753,0.002004069235019533,0.012010151601885788,0.02114962297250593,0.00046734505698117903,2.9791935000102967,28.41954499890562,0.8881107812158007,20,5,aug_orbit,fno1d,16,512,0.02506710492889397,0.02789896083899905,0.0006164857624160675,287361,287361,0.019799671892542392,0.027645889911596378,0.00122178726427666,23,runs\final_1d\label_efficiency_expanded\0.10\aug_orbit\seed_23\config.yaml,23,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,0.1,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.10/aug_orbit/seed_23,False,True,0.1,0.5,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.10\aug_orbit\seed_31,0.020371092366985977,e14ee16adf27,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,e14ee16adf27,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1537883309647441,0.09058386197137716,0.002001639470813344,0.015170900409760435,0.022634672296740575,0.000500160320967517,2.3580440999940038,28.40816999960225,0.8877553124875703,20,5,aug_orbit,fno1d,16,512,0.028952023712918162,0.02836920754208597,0.000626876844684298,287361,287361,0.02234718156978488,0.0272277634736416,0.00120330851179721,31,runs\final_1d\label_efficiency_expanded\0.10\aug_orbit\seed_31\config.yaml,31,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,0.1,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.10/aug_orbit/seed_31,False,True,0.1,0.5,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.10\aug_orbit\seed_47,0.019424066063947976,40d9f9c2fbe2,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,40d9f9c2fbe2,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1452035546535626,0.08936835717652912,0.0019747803557195374,0.014319690831934295,0.024443985579951914,0.0005401408738378181,2.733386599982623,31.531284999800846,0.9853526562437764,20,5,aug_orbit,fno1d,16,512,0.027974154538242146,0.030889704874801374,0.0006825724933069751,287361,287361,0.022048668412026018,0.030675887950350193,0.0013556955242882078,47,runs\final_1d\label_efficiency_expanded\0.10\aug_orbit\seed_47\config.yaml,47,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,0.1,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.10/aug_orbit/seed_47,False,True,0.1,0.5,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.50\aug\seed_23,0.004644220985937864,33fec0f8c3f3,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,33fec0f8c3f3,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.14695673587266356,0.09069382054717753,0.002004069235019533,0.004232772022000564,0.0074302602469343195,0.00016418710645587774,2.4159034000476822,25.830849999329075,0.8072140624790336,20,5,aug,fno1d,16,512,0.007141379908716772,0.008595295287093728,0.00018993098699389836,287361,287361,0.0048438544472446665,0.007261734339855322,0.0003209263496804322,23,runs\final_1d\label_efficiency_expanded\0.50\aug\seed_23\config.yaml,23,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug,150,32,0.001,0.0001,,1.0,,,10,4,0.5,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.50/aug/seed_23,False,True,0.5,,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.50\aug\seed_31,0.0042657675803638995,6bbb76cfd9a9,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,6bbb76cfd9a9,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1537883309647441,0.09058386197137716,0.002001639470813344,0.0046821664016594156,0.007189351531225153,0.00015886372562697482,2.2913861999986693,25.505305000115186,0.7970407812535996,20,5,aug,fno1d,16,512,0.007329242092964705,0.0083527747775331,0.00018457199021617535,287361,287361,0.004793667540070601,0.006948732067888146,0.00030709347286575803,31,runs\final_1d\label_efficiency_expanded\0.50\aug\seed_31\config.yaml,31,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug,150,32,0.001,0.0001,,1.0,,,10,4,0.5,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.50/aug/seed_31,False,True,0.5,,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.50\aug\seed_47,0.004251302714692429,392db1672168,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,392db1672168,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1452035546535626,0.08936835717652912,0.0019747803557195374,0.0041529130241442225,0.007013659254725345,0.00015498143812337745,2.4698756000143476,24.979159998474643,0.7805987499523326,20,5,aug,fno1d,16,512,0.0071612459687457886,0.008390173665271687,0.00018539839668895,287361,287361,0.004925784262013622,0.007318722071494559,0.00032344487539834115,47,runs\final_1d\label_efficiency_expanded\0.50\aug\seed_47\config.yaml,47,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug,150,32,0.001,0.0001,,1.0,,,10,4,0.5,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.50/aug/seed_47,False,True,0.5,,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.50\aug_orbit\seed_23,0.0048292324936483055,a261d0f4acf5,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,a261d0f4acf5,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.14695673587266356,0.09069382054717753,0.002004069235019533,0.003676156259682095,0.006817058945462019,0.000150637144002644,2.676903499988839,27.392129998770542,0.8560040624615795,20,5,aug_orbit,fno1d,16,512,0.006818845657107886,0.008729962783892927,0.00019290674637490246,287361,287361,0.005097585875773802,0.008087424140996748,0.00035741702827691186,23,runs\final_1d\label_efficiency_expanded\0.50\aug_orbit\seed_23\config.yaml,23,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,0.5,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.50/aug_orbit/seed_23,False,True,0.5,0.5,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.50\aug_orbit\seed_31,0.004355619283160195,ddeb0df4b466,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,ddeb0df4b466,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1537883309647441,0.09058386197137716,0.002001639470813344,0.004233307197659908,0.007011952261647203,0.00015494371854897143,2.2812465999741107,26.260799998999573,0.8206499999687367,20,5,aug_orbit,fno1d,16,512,0.006950637685804395,0.008373686919191251,0.00018503408762791322,287361,287361,0.004808942132513039,0.006919025827089799,0.00030578063009625356,31,runs\final_1d\label_efficiency_expanded\0.50\aug_orbit\seed_31\config.yaml,31,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,0.5,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.50/aug_orbit/seed_31,False,True,0.5,0.5,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.50\aug_orbit\seed_47,0.0042281900241505355,83abc9fa3a15,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,83abc9fa3a15,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1452035546535626,0.08936835717652912,0.0019747803557195374,0.0032995037476566402,0.005920155693553116,0.00013081819489348614,2.275359000021126,26.54583000112325,0.8295571875351015,20,5,aug_orbit,fno1d,16,512,0.006334710109513253,0.00753872211114438,0.00016658379769597363,287361,287361,0.0048476145311724395,0.0070826537352779145,0.00031301203031320273,47,runs\final_1d\label_efficiency_expanded\0.50\aug_orbit\seed_47\config.yaml,47,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,0.5,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.50/aug_orbit/seed_47,False,True,0.5,0.5,8.0,0.0,16.0,,,,,,,,,
