checkpoint,run_dir,method,seed,severity,severity_scale,max_shift,max_boost,paper_table,epsilon_mean,epsilon_mean_std,epsilon_mean_stderr,equivariance_defect_relative,equivariance_defect_relative_std,equivariance_defect_relative_stderr,eval_seconds,num_batches,num_samples,orbit_ood_relative_l2,orbit_ood_relative_l2_std,orbit_ood_relative_l2_stderr,relative_l2,relative_l2_std,relative_l2_stderr
runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.1_steps_4/seed_23/checkpoints/best.pt,runs/ablations/2d_galilean_n64_2pct_lambda_0p1_ood_severity/fraction_0.02/boost_0.35/aug_orbit_lambda_0.1_steps_4/seed_23,aug_orbit_lambda_0.1_steps_4,23,boost_0.35,1.4,,0.35,ood_severity,0.27138158469460905,0.10066149129388946,0.0031456716029340456,0.3249003612436354,0.16423059272274346,0.005132206022585733,17.560315099995933,16,256,0.3981181844137609,0.1428791583228551,0.004464973697589222,0.35174218751490116,0.077843177434051,0.004865198589628188
runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.1_steps_4/seed_31/checkpoints/best.pt,runs/ablations/2d_galilean_n64_2pct_lambda_0p1_ood_severity/fraction_0.02/boost_0.35/aug_orbit_lambda_0.1_steps_4/seed_31,aug_orbit_lambda_0.1_steps_4,31,boost_0.35,1.4,,0.35,ood_severity,0.26782919582910836,0.09973995662011276,0.0031168736443785237,0.3460017731413245,0.18133277319364427,0.0056666491623013834,16.775828400001046,16,256,0.4277517646551132,0.1540617860435141,0.004814430813859815,0.37398373521864414,0.0797110701849171,0.004981941886557319
runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.1_steps_4/seed_47/checkpoints/best.pt,runs/ablations/2d_galilean_n64_2pct_lambda_0p1_ood_severity/fraction_0.02/boost_0.35/aug_orbit_lambda_0.1_steps_4/seed_47,aug_orbit_lambda_0.1_steps_4,47,boost_0.35,1.4,,0.35,ood_severity,0.26706468244083226,0.10091671930522797,0.003153647478288374,0.3546370998956263,0.19184845978363713,0.00599526436823866,16.53040200000396,16,256,0.43700246745720506,0.1695871410302747,0.005299598157196084,0.37636843882501125,0.08209717624324323,0.0051310735152027016
runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.1_steps_4/seed_59/checkpoints/best.pt,runs/ablations/2d_galilean_n64_2pct_lambda_0p1_ood_severity/fraction_0.02/boost_0.35/aug_orbit_lambda_0.1_steps_4/seed_59,aug_orbit_lambda_0.1_steps_4,59,boost_0.35,1.4,,0.35,ood_severity,0.2630163317080587,0.09896007962304945,0.0030925024882202954,0.33092961739748716,0.2225917460430611,0.006955992063845659,16.698024899989832,16,256,0.39465377293527126,0.20651149063879723,0.006453484082462413,0.3189374580979347,0.10069071630808267,0.006293169769255167
runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.1_steps_4/seed_71/checkpoints/best.pt,runs/ablations/2d_galilean_n64_2pct_lambda_0p1_ood_severity/fraction_0.02/boost_0.35/aug_orbit_lambda_0.1_steps_4/seed_71,aug_orbit_lambda_0.1_steps_4,71,boost_0.35,1.4,,0.35,ood_severity,0.2626053432468325,0.1016533802676631,0.003176668133364472,0.3672456662170589,0.1905703248048617,0.005955322650151928,34.465706999995746,16,256,0.46324259229004383,0.1558852173486794,0.004871413042146232,0.4171714447438717,0.07889951710680652,0.004931219819175408
runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.02/aug_steps_6/seed_23/checkpoints/best.pt,runs/ablations/2d_galilean_n64_label_efficiency_2pct_ood_severity/fraction_0.02/boost_0.35/aug_steps_6/seed_23,aug_steps_6,23,boost_0.35,1.4,,0.35,ood_severity,0.27138158469460905,0.10066149129388946,0.0031456716029340456,0.45288332272320986,0.18656784049309053,0.005830245015409079,15.685487700000522,16,256,0.5244967336766422,0.14696466563893987,0.004592645801216871,0.47503660432994366,0.09049889438112348,0.005656180898820217
runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.02/aug_steps_6/seed_31/checkpoints/best.pt,runs/ablations/2d_galilean_n64_label_efficiency_2pct_ood_severity/fraction_0.02/boost_0.35/aug_steps_6/seed_31,aug_steps_6,31,boost_0.35,1.4,,0.35,ood_severity,0.26782919582910836,0.09973995662011276,0.0031168736443785237,0.5053292587399483,0.20717871540041816,0.006474334856263067,16.484960699999647,16,256,0.596876441501081,0.15326690123609002,0.004789590663627813,0.5449895411729813,0.09357927292090563,0.005848704557556602
runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.02/aug_steps_6/seed_47/checkpoints/best.pt,runs/ablations/2d_galilean_n64_label_efficiency_2pct_ood_severity/fraction_0.02/boost_0.35/aug_steps_6/seed_47,aug_steps_6,47,boost_0.35,1.4,,0.35,ood_severity,0.26706468244083226,0.10091671930522797,0.003153647478288374,0.49605096271261573,0.1987800890215549,0.00621187778192359,15.540780100003758,16,256,0.5880893496796489,0.15923122019134248,0.004975975630979452,0.5343834832310677,0.093936737826763,0.005871046114172687
runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.02/aug_steps_6/seed_59/checkpoints/best.pt,runs/ablations/2d_galilean_n64_label_efficiency_2pct_ood_severity/fraction_0.02/boost_0.35/aug_steps_6/seed_59,aug_steps_6,59,boost_0.35,1.4,,0.35,ood_severity,0.2630163317080587,0.09896007962304945,0.0030925024882202954,0.42801109282299876,0.2309031134478081,0.007215722295244003,34.09873040000093,16,256,0.4870462054386735,0.212247542763705,0.006632735711365781,0.40845455043017864,0.11186895923746494,0.006991809952341559
runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.02/aug_steps_6/seed_71/checkpoints/best.pt,runs/ablations/2d_galilean_n64_label_efficiency_2pct_ood_severity/fraction_0.02/boost_0.35/aug_steps_6/seed_71,aug_steps_6,71,boost_0.35,1.4,,0.35,ood_severity,0.2626053432468325,0.1016533802676631,0.003176668133364472,0.5035683275200427,0.20329878286535044,0.006353086964542201,27.137498800002504,16,256,0.580867157317698,0.149650391257335,0.004676574726791719,0.5415244773030281,0.08886142370932967,0.005553838981833105
runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.1_steps_4/seed_23/checkpoints/best.pt,runs/ablations/2d_galilean_n64_2pct_lambda_0p1_ood_severity/fraction_0.02/boost_0.50/aug_orbit_lambda_0.1_steps_4/seed_23,aug_orbit_lambda_0.1_steps_4,23,boost_0.50,2.0,,0.5,ood_severity,0.38768798718228936,0.14380211705701312,0.00449381615803166,0.43329867720603943,0.24745034688097595,0.007732823340030498,16.701179800002137,16,256,0.4650816125795245,0.22417884806109478,0.007005589001909212,0.35174218751490116,0.077843177434051,0.004865198589628188
